id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13476552,2 lovely double rooms in quiet home,77046591,Lucia,,Avonmouth & Lawrence Weston,51.49505,-2.65498,Private room,65,2,46,2016/6/30,0.71,3,225,1,
13500079,Lovely double room in quiet house,77046591,Lucia,,Avonmouth & Lawrence Weston,51.49951,-2.65259,Private room,39,1,5,2019/7/21,0.08,3,232,0,
13555151,Double room in Redland 1,8256363,Catrin,,Redland,51.47331,-2.60577,Private room,31,3,57,2021/10/25,0.92,2,28,1,
13573568,Beautiful house full of character,65252235,Jodie,,Easton,51.45876,-2.55678,Entire home/apt,250,1,37,2019/2/24,0.58,2,7,0,
13574823,Gorgeous double room,65252235,Jodie,,Easton,51.457,-2.55756,Private room,28,2,109,2021/9/24,1.73,2,298,13,
13601728,Large Cosy House - whole rental / individual rooms,10368086,Sara,,Clifton Down,51.47133,-2.61182,Entire home/apt,184,3,9,2021/9/1,0.23,2,26,7,
13704231,Fantastic apartment  in superb location,44367217,Alex,,Stoke Bishop,51.47247,-2.62992,Private room,150,7,0,,,2,87,0,
13792660,Wonderful Sunny house - min.5 days,77046591,Lucia,,Avonmouth & Lawrence Weston,51.50071,-2.65221,Entire home/apt,88,5,11,2021/10/2,0.17,3,67,5,
13843140,Cosy Stylish Bedroom near Glos Rd & Airbus,76991552,Laverne,,Horfield,51.49577,-2.58302,Private room,25,1,326,2019/10/25,5.14,1,22,1,
13909207,Clean and comfy townhouse,75054180,Rachel,,Windmill Hill,51.44346,-2.57996,Private room,37,2,53,2018/11/13,1.07,2,7,2,
13909216,Comfortable south Bristol townhouse,75054180,Rachel,,Southville,51.44552,-2.58074,Private room,45,2,72,2018/8/30,1.2,2,8,4,
13976516,Massive flat... in beautiful Clifton Village,17385514,Pru,,Clifton,51.45523,-2.62286,Entire home/apt,106,2,76,2018/11/4,1.19,2,6,11,
13982286,Double Room in Victorian Terrace,9707775,Shula,,Southville,51.44116,-2.60727,Private room,40,1,63,2019/8/11,1,1,55,0,
13993634,Contemporary Super Large Apartment in The Old City,80431142,Sean,,Central,51.45443,-2.59368,Entire home/apt,86,2,204,2019/11/8,4.64,2,50,0,
14074457,"Self-contained Southville flat, perfect location!",40985747,Sally,,Southville,51.44496,-2.60099,Entire home/apt,77,2,210,2021/10/15,4.41,1,137,46,
14179408,Self contained double with ensuite,53822334,Ali,,Henbury & Brentry,51.51399,-2.59545,Private room,35,3,80,2019/11/4,1.7,1,326,2,
14233480,Eaton Crescent - Beautiful Clifton Apartment,65463336,Michael,,Clifton Down,51.46025,-2.6137,Entire home/apt,202,2,28,2021/9/26,1.74,2,3,27,
14338836,Spacious double room in lovely home with breakfast,7537771,Pommy,,Eastville,51.47537,-2.54922,Private room,35,1,14,2020/12/6,0.34,2,123,2,
14385904,"Calm, spacious ensuite near Southmead Hosp. 1 or 2",21004234,Sue,,Horfield,51.49406,-2.59715,Private room,35,1,163,2021/8/22,4.35,2,261,10,
14390717,"Quiet + peaceful garden view single, near hospital",21004234,Sue,,Horfield,51.49287,-2.5969,Private room,30,1,112,2021/9/28,2.08,2,238,22,
14442814,Beautiful double bedroom with private bathroom,88922941,Laura,,Bedminster,51.43514,-2.6101,Private room,39,1,149,2019/8/31,6.37,1,48,18,
14584917,Beautiful Georgian House in the heart of Bristol,42126176,Jacqueline,,Central,51.44671,-2.59275,Private room,20,90,0,,,1,173,0,
14599886,"Spacious Boutique Apartment Clifton, King Size Bed",90574532,Will And Rhian,,Clifton Down,51.47042,-2.61448,Entire home/apt,103,2,119,2019/12/17,2.59,1,0,4,
14611969,Stunning traditional flat in the heart of Bristol,40145180,Marco,,Cotham,51.46367,-2.59789,Entire home/apt,118,1,508,2019/10/14,8.08,1,124,97,
14627596,Quiet double room close to Gloucester Rd BS7,7380185,Fenella,,Bishopston & Ashley Down,51.4756,-2.58751,Private room,32,2,170,2019/9/28,3.17,1,0,23,
14646026,Double room in Redland 2,8256363,Catrin,,Redland,51.47317,-2.60501,Private room,31,3,48,2021/10/11,0.87,2,38,6,
14661261,Awesome 2 Bedroom House v. close to Gloucester Rd,39618690,Elly,,Bishopston & Ashley Down,51.47979,-2.58251,Entire home/apt,85,2,10,2019/4/21,0.16,1,112,0,
14710856,Sunny house with balcony near Bristol harbour side,43800815,Olivia,,Southville,51.44234,-2.59904,Entire home/apt,86,2,256,2018/5/22,4.31,3,0,0,
14854388,Comfy double rooms in a lovely area  /back room,92998981,Amel,,Stoke Bishop,51.48444,-2.64352,Private room,35,1,108,2019/9/21,1.93,3,305,24,
14872063,Victorian House overlooking Park,49251055,Stuart,,St George West,51.46254,-2.55103,Entire home/apt,130,4,8,2021/8/25,0.16,1,165,2,
14876760,Comfy double rooms in a lovely area /front room,92998981,Amel,,Stoke Bishop,51.48384,-2.64424,Private room,30,1,103,2017/7/2,1.66,3,350,36,
14943195,Family home 10 mins walk to centre,50598300,Natasha,,Southville,51.44363,-2.59704,Entire home/apt,80,3,101,2020/9/11,2.12,1,259,30,
14994706,Warm & Welcoming Single/Twin or Super-King,37734868,Micaela,,Southmead,51.49411,-2.60926,Private room,28,1,131,2017/7/27,2.5,1,11,3,
14998783,LARGE DOUBLE ROOM WITH 2 SINGLE BEDS RED ROOM.,94590149,Steve,,Brislington East,51.43947,-2.53476,Private room,29,1,27,2019/6/16,0.74,2,297,0,
14998788,LARGE DOUBLE ROOM WITH 2 SINGLE BEDS RED ROOM.,94590149,Steve,,Brislington East,51.43786,-2.53511,Private room,29,1,29,2017/10/28,0.48,2,266,0,
15033365,Interestng  Victorian house built in 1883,32730700,Peter,,Redland,51.47049,-2.60523,Private room,72,2,43,2017/7/10,0.7,1,0,7,
15042679,Beautiful terraced house in Bristol,22713460,Clare,,Bedminster,51.43807,-2.60878,Entire home/apt,150,3,0,,,1,358,0,
15173808,Cosy Central Bristol Studio,65192629,Hopewell,,Central,51.45277,-2.59716,Entire home/apt,71,1,172,2020/10/29,2.9,141,0,21,
15176944,Beautiful luxury apartment Redland,96325265,Host,,Cotham,51.4674,-2.60724,Entire home/apt,62,2,142,2021/6/19,2.76,1,21,10,
15223307,Art and Health in Comfort in Central Bristol,596653,Martin,,Clifton Down,51.46339,-2.6061,Entire home/apt,65,2,98,2020/2/1,1.92,1,146,15,
15223965,The Big Bristol House,96755593,Joanna,,Clifton,51.45509,-2.61035,Entire home/apt,750,1,86,2017/4/22,1.41,1,333,20,
15227718,Double bedroom just off Whiteladies Road + parking,95664486,Jo,,Clifton Down,51.45864,-2.61335,Private room,36,1,428,2019/12/15,8.17,1,49,86,
15315970,The Curious Cabinet Guesthouse: Extraordinary,2552998,Sadie,,Frome Vale,51.48254,-2.52261,Private room,89,2,0,,,2,14,0,
15327120,Secluded Industrial Warehouse Living at Paintworks,11141720,Mike And Phil,,Brislington West,51.44291,-2.56944,Entire home/apt,267,2,50,2020/10/12,0.85,3,4,14,
15372024,Bijou room in Totterdown close to Temple Meads,7852250,Tim,,Windmill Hill,51.44446,-2.58035,Private room,36,2,77,2020/1/22,1.44,2,0,0,
15389056,Modern Studio in Desirable Clifton Area,65192629,Hopewell,,Clifton,51.46107,-2.62067,Entire home/apt,96,1,175,2019/3/24,3.71,141,41,13,
15397477,The loft Room 6,57242974,John,,Eastville,51.47364,-2.56017,Private room,22,5,56,2019/10/13,0.98,5,259,0,
15397829,The double Room 3,57242974,John,,Eastville,51.47364,-2.56017,Private room,23,5,44,2017/5/1,1.06,5,4,0,
15429183,Victorian Double Room Close to Centre with Garden,2042556,Chui Chui,,Bedminster,51.43435,-2.60935,Private room,42,1,11,2019/10/14,0.2,1,104,0,
15476981,En-suite superking loft in outstanding location,20637723,Jane,,Redland,51.47123,-2.59406,Private room,50,100,33,2017/7/29,0.54,1,238,0,
15519361,"Period property, Nr Whiteladies Rd",96525475,Laura,,Cotham,51.47001,-2.60341,Private room,48,1,122,2018/6/3,2,1,81,0,
15520066,Large double room with en-suite,24281132,Akbal,,St George Central,51.46371,-2.52128,Private room,60,1,12,2021/9/5,0.53,1,83,7,
15528949,Large room with single bed in Victorian house,99865250,Marcela,,Ashley,51.47045,-2.58533,Private room,31,2,79,2018/7/3,1.59,1,0,0,
15550502,"Cosy large double basement room, Redland",100085500,David,,Redland,51.47383,-2.61464,Private room,51,1,33,2021/10/10,0.55,3,149,3,
15640695,Toad Lodge The Orange Room,100890506,Lydia,,Cotham,51.46406,-2.59851,Private room,46,1,160,2021/10/10,5.26,3,147,39,
15659149,"Cosy, self-contained, garden room, private access",47836893,Helen,,Knowle,51.43707,-2.5738,Entire home/apt,55,2,238,2021/10/10,5.33,2,210,28,
15710174,BEAUTIFUL SPACIOUS CLIFTON APARTMENT WITH PARKING,101463283,Susan,,Clifton,51.45943,-2.6227,Entire home/apt,199,3,36,2021/9/28,0.8,2,333,9,
15712549,City Centre Haven,101375841,Sarah,,Ashley,51.46227,-2.58975,Entire home/apt,85,2,31,2021/8/8,0.55,1,103,5,
15750112,semi detached with terrace garden,42277729,Neil,,Brislington East,51.43367,-2.54659,Private room,40,1,24,2021/10/9,0.4,1,73,5,
15769877,KJ's Pembrokeshire twin -  in-room refreshments,85643875,Kay,,Lockleaze,51.49071,-2.57753,Private room,35,1,63,2020/3/9,1.12,2,297,0,
15797205,Stunning Family Home That Overlooks Beautiful Park,17684695,Sophie,,Ashley,51.46798,-2.57444,Entire home/apt,156,2,36,2021/10/24,0.8,1,0,3,
15858299,Stylish apartment close to City Centre & Clifton,236481623,Mairead,,Clifton Down,51.46485,-2.60695,Entire home/apt,114,1,243,2019/9/9,5.34,19,254,9,
15869735,Comfy double room in a lovely area,92998981,Amel,,Stoke Bishop,51.4839,-2.6351,Private room,30,1,53,2021/9/24,0.9,3,0,1,
15911432,Luxurious Garden Apartment in Clifton Village,16958767,Julia,,Clifton,51.45427,-2.61989,Entire home/apt,80,10,108,2018/12/10,2.08,1,141,1,
15934388,Entire Houseboat 105 foot Dutch Barge  - Kyle Blue,94252632,Martin,,Hotwells & Harbourside,51.44743,-2.6028,Entire home/apt,1050,2,17,2021/10/24,2.63,1,0,17,
15960123,KJ's Cotswold twin with in-room refreshments,85643875,Kay,,Lockleaze,51.48959,-2.57745,Private room,35,1,145,2019/9/25,2.43,2,297,0,
16238125,Mon-Fri Hotel Quality Living-Near M4/M5 & City R1,65463753,Kiron,,Henbury & Brentry,51.5055,-2.61078,Private room,50,1,9,2021/5/28,0.24,3,256,2,
16297643,Large Double Room,68281771,Lionel,,Stockwood,51.42321,-2.55286,Private room,48,1,8,2021/9/16,0.18,2,0,7,
16305962,The Polygon - Garden Flat - Clifton Village,102040150,Susan,,Clifton,51.45113,-2.62205,Entire home/apt,76,2,72,2019/7/28,1.23,1,0,0,
16360552,Spacious room in stunning central apartment,44367217,Alex,,Stoke Bishop,51.47285,-2.62949,Private room,100,1,1,2017/3/19,0.02,2,88,0,
16565691,"Newly refurbished, stylish, urban 3 BR apartment",54376504,Clare,,Bishopston & Ashley Down,51.48277,-2.58765,Entire home/apt,81,5,225,2021/5/31,5.18,1,5,10,
16594174,Large Clifton room with kitchenette,109450752,Anna,,Clifton,51.45489,-2.61222,Private room,55,2,4,2017/8/6,0.07,1,52,0,
16615118,"x Just off Gloucester Rd, small modern studio",28922270,Carolyn,,Redland,51.4772,-2.59233,Entire home/apt,50,1,412,2021/10/15,7.76,1,32,90,
16654577,Sunny room in Southville overlooking garden,28214217,Sarah,,Southville,51.44216,-2.60912,Private room,35,2,33,2019/10/18,1.29,1,10,0,
16704837,Large light filled studio  flat in central Bristol,41697504,Erica,,Central,51.45594,-2.59764,Entire home/apt,75,2,11,2017/10/29,0.21,1,266,0,
16740034,"Self Contained Annexe ,own entrance",39215310,Rachel And Simon,,Westbury-on-Trym & Henleaze,51.48717,-2.60606,Entire home/apt,56,6,254,2021/9/30,8.7,1,85,9,
16802181,"The Old Gaol, Montpelier, Bristol",53661156,Frank,,Ashley,51.46523,-2.58861,Entire home/apt,91,2,229,2020/1/24,5.93,1,328,46,
16853752,Historic two bed apartment in the City Centre,112252957,Helen,,Central,51.45376,-2.59313,Entire home/apt,80,1,199,2019/9/20,3.9,1,283,36,
16878480,"7 bedroom elegant period family home, Bristol",8755965,Rebecca,,Redland,51.47389,-2.60594,Entire home/apt,450,9,7,2021/8/28,0.14,1,43,2,
16892839,Funky garden maisonette in Redland with parking,48269225,Kelly-Ann,,Cotham,51.46979,-2.60933,Entire home/apt,70,1,670,2021/7/28,14.03,1,68,96,
16921208,Lower Park Row Apartments- Studio 8,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,80,1,194,2019/9/15,3.78,141,0,7,
16921595,Lower Park Row Apartments- Studio 9,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,80,1,29,2017/7/23,0.71,141,0,0,
16928881,Spacious double room in Garden Flat,37533889,Sarah,,Clifton,51.45708,-2.61098,Private room,55,2,17,2021/10/11,0.87,2,345,2,
16935897,"The Coach House, Clifton + With Parking",65192629,Hopewell,,Clifton,51.45689,-2.61546,Entire home/apt,86,1,157,2019/9/26,2.75,141,0,9,
16938756,Spacious airy garden flat in the heart of Clifton.,12110207,Kibi,,Clifton,51.45508,-2.61194,Entire home/apt,107,2,137,2021/6/28,3.01,1,51,31,
16960044,A nice Double Room available,6861664,Ali,,Frome Vale,51.48894,-2.52174,Private room,28,4,16,2021/10/21,0.28,1,46,2,
16971957,"Sunny, small nice place, Bristol",68281771,Lionel,,Stockwood,51.4214,-2.55102,Private room,28,1,103,2021/5/23,1.99,2,53,20,
17145927,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Ashley,51.4752,-2.59068,Private room,65,1,21,2021/8/20,0.52,3,69,5,
17197474,Bright Spacious Family Home in lively Easton,115777631,Rachel,,Easton,51.46387,-2.56333,Entire home/apt,125,2,97,2020/9/26,2.33,1,0,6,
17207071,Beautiful modern flat a stones throw from the city,115810053,Lucy,,Ashley,51.46066,-2.58992,Entire home/apt,64,1,172,2020/9/27,3.09,1,294,36,
17208038,Vibrant house full of character near City Centre,2160011,Sharon,,Easton,51.46474,-2.55985,Private room,31,2,149,2018/1/2,2.89,1,52,20,
17211150,Elegant Victorian house:iconic views across city.,14707015,Helen,,Windmill Hill,51.44063,-2.57167,Entire home/apt,130,2,120,2017/9/25,2.14,1,284,43,
17247211,Cosy double bedroom in St Andrews with garden,116218968,Daniel,,Ashley,51.46847,-2.59086,Private room,46,1,49,2019/10/15,1.01,2,75,8,
17247503,Modern  apartment - Sleeps 4 people Cabot Circus,74742488,Liam,,Ashley,51.46013,-2.58577,Entire home/apt,102,2,21,2017/4/16,0.37,1,0,0,
17252638,Victorian family house with stunning city views,9469045,Ester,,Windmill Hill,51.43953,-2.59181,Entire home/apt,140,2,34,2019/4/7,2.34,1,21,7,
17278474,Modern Central 1 Bed Apartment,56967303,Lucy,,Southville,51.44279,-2.60269,Entire home/apt,86,2,115,2018/6/9,2.74,1,156,20,
17306490,"Charming Room in Family Home, Henleaze",90182477,Lisa,,Westbury-on-Trym & Henleaze,51.48464,-2.59961,Private room,31,1,88,2018/10/2,1.64,2,69,15,
17319781,Spacious Modern 2BR flat in Clifton,13055791,Kate,,Hotwells & Harbourside,51.44997,-2.62418,Entire home/apt,65,14,13,2021/8/12,0.25,1,55,1,
17401026,*NEW* Cosy Cottage Style Home in Bristol,66296707,Joe,,St George West,51.46135,-2.54207,Entire home/apt,120,2,44,2017/4/12,0.82,1,0,2,
17405811,Large very central 4-story townhouse - Big Groups!,37526160,Adam,,Ashley,51.46255,-2.58576,Entire home/apt,699,1,84,2019/7/1,1.54,4,282,11,
17461146,Victorian House In Kingswood,69976423,Alexandra,,Hillfields,51.46779,-2.51943,Entire home/apt,140,3,51,2018/7/30,1.16,1,201,8,
17473096,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Redland,51.47721,-2.59086,Private room,65,1,35,2018/9/24,0.82,3,83,3,
17474149,Charming spacious double room,13685989,Juliet,,Redland,51.47247,-2.59309,Private room,55,30,37,2020/10/22,1.02,2,17,0,
17480532,Super Comfortable Double Bed in Lovely Apartment,101932134,Simon,,Ashley,51.45958,-2.58596,Entire home/apt,111,5,21,2021/10/24,0.39,1,0,3,
17613516,Large cosy room in home near stores & cinema,1954565,Fiona,,Brislington West,51.44402,-2.55956,Private room,28,2,5,2021/10/6,0.2,2,0,2,
17674434,The  loft Room 5,57242974,John,,Eastville,51.47364,-2.56017,Private room,22,5,36,2021/6/27,0.7,5,18,4,
17691839,Quiet riverside apartment with views and parking,120520207,Gail,,Central,51.4541,-2.5865,Entire home/apt,105,2,19,2018/2/2,0.35,1,32,0,
17743506,"Elegant, Stylish & modern flat in Central Bristol",121038692,Tony & Rosalind,,Ashley,51.46175,-2.585,Entire home/apt,141,1,117,2019/8/30,2.22,1,270,25,
17777720,"Trendy, urban open plan apartment (City centre)",78138609,Amy,,Ashley,51.46363,-2.58438,Entire home/apt,118,1,155,2019/1/4,3.5,1,58,33,
17863124,Double Bed in Beautiful Apartment,8015723,Katherine,,Easton,51.46851,-2.56449,Private room,50,1,31,2021/8/19,0.58,1,0,3,
17873393,Lower Park Apartments Studio 1 - Hopewell,65192629,Hopewell,,Central,51.4557,-2.59939,Hotel room,80,1,21,2021/7/4,0.41,141,0,2,
17873565,Lower Park Row Apartments - Studio 6,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,97,1,49,2018/11/12,1.64,141,172,4,
17875060,Lower Park Row Apartments - Studio 3,65192629,Hopewell,,Central,51.45547,-2.59881,Hotel room,80,1,91,2021/8/31,1.78,141,36,15,
17875182,Lower Park Row Apartments - Studio 4,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,97,1,63,2021/7/24,1.24,141,0,4,
17875273,Lower Park Row Apartments- Studio 5,65192629,Hopewell,,Central,51.4557,-2.5994,Entire home/apt,81,1,85,2021/9/26,1.63,141,0,6,
17875408,Lower Park Apartment Studio 2,65192629,Hopewell,,Central,51.4557,-2.59939,Hotel room,80,1,133,2019/12/20,2.79,141,0,3,
17875494,Lower Park Row Apartments - Studio 7,65192629,Hopewell,,Central,51.4557,-2.59939,Entire home/apt,80,1,59,2021/9/19,1.21,141,12,10,
17902476,MyCityHaven Stylish apartment edge of Cabot Circus,51686051,Michael,,Ashley,51.45964,-2.58812,Entire home/apt,70,14,46,2020/11/7,0.86,11,95,8,
17950249,Comfy double room in Bohemian Central..,119777015,Louise,,Ashley,51.4659,-2.58546,Private room,33,2,75,2021/6/13,1.92,2,62,18,
17998146,Victorian Terrace in St Werburghs,28553310,Sophie,,Ashley,51.46639,-2.57762,Entire home/apt,285,2,47,2019/5/19,0.88,1,238,1,
18011612,Comfortable double in Totterdown,123831069,Helen,,Windmill Hill,51.44281,-2.58245,Private room,30,2,79,2017/11/26,1.51,2,0,0,
18037407,Comfortable single in Totterdown,123831069,Helen,,Windmill Hill,51.44252,-2.58084,Private room,30,2,86,2017/10/15,1.63,2,0,0,
18056747,Stylish double room in central Bristol.,122696129,Tamsin,,Central,51.46084,-2.60216,Private room,70,2,5,2021/8/24,0.81,2,281,5,
18098614,Welcoming all time clean and tidy.,60647444,Jeff,,Hartcliffe & Withywood,51.41135,-2.60901,Private room,35,1,0,,,2,173,0,
18100599,3 Berkeley Square - Sycamore or Cedar,5475166,Tina,,Hotwells & Harbourside,51.45353,-2.60627,Private room,88,1,71,2019/3/12,1.48,3,17,21,
18109946,Modern & Stylish  2 Bedroom Flat,124759413,Alvaro & Celina,,Ashley,51.46165,-2.58756,Entire home/apt,125,5,22,2021/8/5,0.41,1,0,1,
18132590,Convenient studio in great Bristol location,31029628,Ian,,Ashley,51.47101,-2.59304,Entire home/apt,57,2,149,2020/8/22,4.49,1,63,21,
18224845,3 Berkeley Square -  Chestnut/Hazel/Willow/Oak,5475166,Tina,,Hotwells & Harbourside,51.45418,-2.60549,Private room,96,1,54,2019/8/20,1.14,3,23,11,
18225225,3 Berkeley Square - Maple - Deluxe ensuite shower,5475166,Tina,,Hotwells & Harbourside,51.45575,-2.60623,Private room,98,1,46,2017/12/3,1.9,3,22,8,
18273700,Safe Peaceful Lovely Space 'The Parlour Room',1582810,Wendy,,Easton,51.4651,-2.55563,Private room,30,3,18,2021/10/2,0.43,2,133,5,
18322187,Prince Street Studio 14,65192629,Hopewell,,Central,51.45056,-2.59623,Entire home/apt,89,1,180,2018/10/12,3.36,141,0,6,
18392756,"Spacious double basement room & en suite, Redland",100085500,David,,Stoke Bishop,51.47457,-2.61653,Private room,61,1,9,2021/10/10,0.16,3,349,2,
18412099,"Basement suite, two double rooms, bathroom.",100085500,David,,Redland,51.47378,-2.61539,Private room,89,2,50,2021/10/18,1.27,3,346,9,
18420260,Large entire family home quiet but close to centre,127650440,Julie,,Redland,51.47425,-2.5989,Entire home/apt,237,2,79,2019/1/1,1.99,1,32,16,
18524987,Bright Comfortable Double Bedroom in North Bristol,48279342,Mike,,Henbury & Brentry,51.51252,-2.63566,Private room,30,3,25,2019/12/5,0.47,1,133,5,
18547368,"Modern,cosy apartment in lovely area",128751603,Vendy,,Cotham,51.46265,-2.59925,Entire home/apt,58,2,279,2021/8/29,5.37,1,17,18,
18565235,"4 Bed spacious stylish house in Greenbank, Bristol",52536,Charli,,Eastville,51.47007,-2.55748,Entire home/apt,381,1,15,2021/8/22,0.28,1,359,6,
18710590,"Bright, self contained accommodation.",130091006,Nicki,,Frome Vale,51.47915,-2.52759,Entire home/apt,41,2,276,2019/3/30,5.37,1,60,42,
